Order ID,Date,Customer ID,Company Name,Sales Person,Region,Item,Price,Quantity,Revenue,,,,,,,,,,
579,22-06-2018,7,Company G,Kim Fishman,California,Item 1,399,0,0,,,,,,,,,,
580,22-06-2018,15,Company O,Anne Lee,New Mexico,Item 4,159,6,954,,,,,,,,,,
581,22-06-2018,15,Company O,Michael Fox,New Mexico,Item 4,159,8,1272,,,,,,,,,,
582,22-06-2018,15,Company O,Anne Lee,New Mexico,Item 1,399,4,1596,,,,,,,,,,
583,22-06-2018,10,Company J,Laura Larsen,California,Item 1,399,3,1197,,,,,,,,,,
584,22-06-2018,18,Company R,Andrew James,Arizona,Item 3,69,0,0,,,,,,,,,,
585,22-06-2018,5,Company E,Anna Weber,Texas,Item 2,199,1,199,,,,,,,,,,
586,22-06-2018,4,Company D,Anna Weber,Texas,Item 5,289,5,1445,,,,,,,,,,
587,22-06-2018,20,Company T,Andrew James,Arizona,Item 3,69,3,207,,,,,,,,,,
588,23-06-2018,17,Company Q,Oscar Knox,Arizona,Item 3,69,1,69,,,,,,,,,,
589,24-06-2018,5,Company E,Anna Weber,Texas,Item 1,399,3,1197,,,,,,,,,,
590,24-06-2018,18,Company R,Andrew James,Arizona,Item 4,159,5,795,,,,,,,,,,
591,25-06-2018,4,Company D,Ben Wallace,Texas,Item 5,289,3,867,,,,,,,,,,
592,26-06-2018,6,Company F,Laura Larsen,California,Item 5,289,9,2601,,,,,,,,,,
593,26-06-2018,17,Company Q,Oscar Knox,Arizona,Item 3,69,9,621,,,,,,,,,,
594,26-06-2018,2,Company B,Ben Wallace,Texas,Item 5,289,1,289,,,,,,,,,,
595,26-06-2018,10,Company J,Laura Larsen,California,Item 2,199,6,1194,,,,,,,,,,
596,26-06-2018,11,Company K,Anne Lee,New Mexico,Item 1,399,9,3591,,,,,,,,,,
597,27-06-2018,4,Company D,Anna Weber,Texas,Item 3,69,8,552,,,,,,,,,,
598,28-06-2018,10,Company J,Kim Fishman,California,Item 1,399,9,3591,,,,,,,,,,
599,28-06-2018,2,Company B,Anna Weber,Texas,Item 4,159,5,795,,,,,,,,,,
600,28-06-2018,5,Company E,Anna Weber,Texas,Item 5,289,0,0,,,,,,,,,,
601,28-06-2018,10,Company J,Laura Larsen,California,Item 3,69,3,207,,,,,,,,,,
602,28-06-2018,12,Company L,Anne Lee,New Mexico,Item 2,199,3,597,,,,,,,,,,
603,28-06-2018,11,Company K,Michael Fox,New Mexico,Item 5,289,7,2023,,,,,,,,,,
604,28-06-2018,1,Company A,Ben Wallace,Texas,Item 5,289,8,2312,,,,,,,,,,
605,29-06-2018,15,Company O,Anne Lee,New Mexico,Item 4,159,5,795,,,,,,,,,,
606,30-06-2018,12,Company L,Michael Fox,New Mexico,Item 5,289,3,867,,,,,,,,,,
607,30-06-2018,20,Company T,Oscar Knox,Arizona,Item 1,399,7,2793,,,,,,,,,,
608,30-06-2018,12,Company L,Michael Fox,New Mexico,Item 3,69,4,276,,,,,,,,,,
609,30-06-2018,19,Company S,Oscar Knox,Arizona,Item 3,69,4,276,,,,,,,,,,
610,01-07-2018,12,Company L,Anne Lee,New Mexico,Item 3,69,8,552,,,,,,,,,,
611,01-07-2018,10,Company J,Laura Larsen,California,Item 5,289,9,2601,,,,,,,,,,
612,01-07-2018,17,Company Q,Oscar Knox,Arizona,Item 5,289,9,2601,,,,,,,,,,
613,02-07-2018,15,Company O,Anne Lee,New Mexico,Item 3,69,2,138,,,,,,,,,,
614,03-07-2018,20,Company T,Andrew James,Arizona,Item 5,289,0,0,,,,,,,,,,
615,04-07-2018,10,Company J,Kim Fishman,California,Item 4,159,2,318,,,,,,,,,,
616,05-07-2018,11,Company K,Anne Lee,New Mexico,Item 3,69,7,483,,,,,,,,,,
617,06-07-2018,19,Company S,Andrew James,Arizona,Item 2,199,8,1592,,,,,,,,,,
618,06-07-2018,19,Company S,Andrew James,Arizona,Item 1,399,0,0,,,,,,,,,,
619,07-07-2018,17,Company Q,Andrew James,Arizona,Item 5,289,6,1734,,,,,,,,,,
620,07-07-2018,20,Company T,Andrew James,Arizona,Item 4,159,9,1431,,,,,,,,,,
621,07-07-2018,10,Company J,Laura Larsen,California,Item 4,159,7,1113,,,,,,,,,,
622,07-07-2018,13,Company M,Anne Lee,New Mexico,Item 4,159,9,1431,,,,,,,,,,
623,07-07-2018,14,Company N,Anne Lee,New Mexico,Item 2,199,0,0,,,,,,,,,,
624,08-07-2018,3,Company C,Ben Wallace,Texas,Item 2,199,4,796,,,,,,,,,,
625,08-07-2018,17,Company Q,Oscar Knox,Arizona,Item 1,399,8,3192,,,,,,,,,,
626,08-07-2018,1,Company A,Anna Weber,Texas,Item 5,289,0,0,,,,,,,,,,
627,08-07-2018,18,Company R,Oscar Knox,Arizona,Item 3,69,4,276,,,,,,,,,,
628,08-07-2018,14,Company N,Michael Fox,New Mexico,Item 1,399,5,1995,,,,,,,,,,
629,08-07-2018,2,Company B,Ben Wallace,Texas,Item 3,69,6,414,,,,,,,,,,
630,09-07-2018,10,Company J,Kim Fishman,California,Item 4,159,3,477,,,,,,,,,,
631,10-07-2018,13,Company M,Michael Fox,New Mexico,Item 2,199,4,796,,,,,,,,,,
632,10-07-2018,17,Company Q,Oscar Knox,Arizona,Item 3,69,3,207,,,,,,,,,,
633,11-07-2018,20,Company T,Oscar Knox,Arizona,Item 4,159,3,477,,,,,,,,,,
634,11-07-2018,5,Company E,Anna Weber,Texas,Item 1,399,0,0,,,,,,,,,,
635,11-07-2018,3,Company C,Anna Weber,Texas,Item 4,159,5,795,,,,,,,,,,
636,12-07-2018,16,Company P,Oscar Knox,Arizona,Item 3,69,5,345,,,,,,,,,,
637,13-07-2018,17,Company Q,Oscar Knox,Arizona,Item 4,159,6,954,,,,,,,,,,
638,13-07-2018,11,Company K,Michael Fox,New Mexico,Item 4,159,5,795,,,,,,,,,,
639,13-07-2018,16,Company P,Oscar Knox,Arizona,Item 1,399,3,1197,,,,,,,,,,
640,14-07-2018,20,Company T,Andrew James,Arizona,Item 5,289,4,1156,,,,,,,,,,
641,14-07-2018,10,Company J,Laura Larsen,California,Item 1,399,7,2793,,,,,,,,,,
642,15-07-2018,10,Company J,Laura Larsen,California,Item 1,399,9,3591,,,,,,,,,,
643,15-07-2018,13,Company M,Michael Fox,New Mexico,Item 1,399,8,3192,,,,,,,,,,
644,16-07-2018,6,Company F,Laura Larsen,California,Item 2,199,6,1194,,,,,,,,,,
645,16-07-2018,1,Company A,Anna Weber,Texas,Item 3,69,9,621,,,,,,,,,,
646,16-07-2018,14,Company N,Michael Fox,New Mexico,Item 2,199,0,0,,,,,,,,,,
647,16-07-2018,13,Company M,Michael Fox,New Mexico,Item 5,289,3,867,,,,,,,,,,
648,16-07-2018,8,Company H,Kim Fishman,California,Item 2,199,1,199,,,,,,,,,,
649,17-07-2018,8,Company H,Laura Larsen,California,Item 1,399,5,1995,,,,,,,,,,
650,17-07-2018,13,Company M,Anne Lee,New Mexico,Item 5,289,3,867,,,,,,,,,,
651,17-07-2018,17,Company Q,Andrew James,Arizona,Item 4,159,2,318,,,,,,,,,,
652,17-07-2018,15,Company O,Anne Lee,New Mexico,Item 4,159,3,477,,,,,,,,,,
653,18-07-2018,5,Company E,Ben Wallace,Texas,Item 4,159,1,159,,,,,,,,,,
654,18-07-2018,1,Company A,Anna Weber,Texas,Item 3,69,0,0,,,,,,,,,,
655,18-07-2018,2,Company B,Anna Weber,Texas,Item 5,289,2,578,,,,,,,,,,
656,18-07-2018,12,Company L,Anne Lee,New Mexico,Item 4,159,5,795,,,,,,,,,,
657,18-07-2018,6,Company F,Laura Larsen,California,Item 3,69,3,207,,,,,,,,,,
658,18-07-2018,5,Company E,Anna Weber,Texas,Item 4,159,9,1431,,,,,,,,,,
659,19-07-2018,15,Company O,Anne Lee,New Mexico,Item 2,199,1,199,,,,,,,,,,
660,19-07-2018,1,Company A,Anna Weber,Texas,Item 5,289,4,1156,,,,,,,,,,
661,20-07-2018,16,Company P,Oscar Knox,Arizona,Item 4,159,3,477,,,,,,,,,,
662,20-07-2018,9,Company I,Laura Larsen,California,Item 3,69,2,138,,,,,,,,,,
663,20-07-2018,20,Company T,Oscar Knox,Arizona,Item 4,159,4,636,,,,,,,,,,
664,21-07-2018,14,Company N,Anne Lee,New Mexico,Item 1,399,5,1995,,,,,,,,,,
665,22-07-2018,1,Company A,Anna Weber,Texas,Item 1,399,8,3192,,,,,,,,,,
666,22-07-2018,13,Company M,Anne Lee,New Mexico,Item 3,69,0,0,,,,,,,,,,
667,23-07-2018,14,Company N,Anne Lee,New Mexico,Item 3,69,8,552,,,,,,,,,,
668,24-07-2018,10,Company J,Kim Fishman,California,Item 3,69,2,138,,,,,,,,,,
669,24-07-2018,9,Company I,Kim Fishman,California,Item 1,399,6,2394,,,,,,,,,,
670,24-07-2018,2,Company B,Anna Weber,Texas,Item 2,199,1,199,,,,,,,,,,
671,24-07-2018,13,Company M,Michael Fox,New Mexico,Item 1,399,1,399,,,,,,,,,,
672,25-07-2018,12,Company L,Michael Fox,New Mexico,Item 4,159,7,1113,,,,,,,,,,
673,25-07-2018,17,Company Q,Oscar Knox,Arizona,Item 4,159,8,1272,,,,,,,,,,
674,26-07-2018,18,Company R,Andrew James,Arizona,Item 5,289,8,2312,,,,,,,,,,
675,26-07-2018,13,Company M,Michael Fox,New Mexico,Item 4,159,4,636,,,,,,,,,,
676,26-07-2018,15,Company O,Michael Fox,New Mexico,Item 3,69,4,276,,,,,,,,,,
677,26-07-2018,15,Company O,Michael Fox,New Mexico,Item 4,159,9,1431,,,,,,,,,,
678,26-07-2018,18,Company R,Andrew James,Arizona,Item 3,69,6,414,,,,,,,,,,
679,26-07-2018,7,Company G,Kim Fishman,California,Item 4,159,6,954,,,,,,,,,,
680,26-07-2018,13,Company M,Michael Fox,New Mexico,Item 3,69,3,207,,,,,,,,,,
681,26-07-2018,3,Company C,Ben Wallace,Texas,Item 3,69,4,276,,,,,,,,,,
682,27-07-2018,18,Company R,Oscar Knox,Arizona,Item 5,289,3,867,,,,,,,,,,
683,27-07-2018,16,Company P,Andrew James,Arizona,Item 5,289,6,1734,,,,,,,,,,
684,27-07-2018,18,Company R,Oscar Knox,Arizona,Item 4,159,3,477,,,,,,,,,,
685,27-07-2018,11,Company K,Anne Lee,New Mexico,Item 2,199,4,796,,,,,,,,,,
686,27-07-2018,1,Company A,Ben Wallace,Texas,Item 3,69,1,69,,,,,,,,,,
687,27-07-2018,15,Company O,Anne Lee,New Mexico,Item 3,69,0,0,,,,,,,,,,
688,27-07-2018,19,Company S,Oscar Knox,Arizona,Item 2,199,5,995,,,,,,,,,,
689,27-07-2018,19,Company S,Andrew James,Arizona,Item 4,159,8,1272,,,,,,,,,,
690,27-07-2018,5,Company E,Anna Weber,Texas,Item 1,399,5,1995,,,,,,,,,,
691,27-07-2018,19,Company S,Oscar Knox,Arizona,Item 5,289,2,578,,,,,,,,,,
692,27-07-2018,7,Company G,Laura Larsen,California,Item 5,289,4,1156,,,,,,,,,,
693,27-07-2018,11,Company K,Michael Fox,New Mexico,Item 2,199,5,995,,,,,,,,,,
694,27-07-2018,8,Company H,Laura Larsen,California,Item 4,159,8,1272,,,,,,,,,,
695,28-07-2018,12,Company L,Anne Lee,New Mexico,Item 5,289,7,2023,,,,,,,,,,
696,29-07-2018,3,Company C,Ben Wallace,Texas,Item 2,199,8,1592,,,,,,,,,,
697,29-07-2018,5,Company E,Ben Wallace,Texas,Item 4,159,1,159,,,,,,,,,,
698,30-07-2018,8,Company H,Laura Larsen,California,Item 5,289,9,2601,,,,,,,,,,
699,31-07-2018,5,Company E,Ben Wallace,Texas,Item 2,199,3,597,,,,,,,,,,
700,01-08-2018,20,Company T,Andrew James,Arizona,Item 5,289,0,0,,,,,,,,,,
701,02-08-2018,15,Company O,Michael Fox,New Mexico,Item 5,289,2,578,,,,,,,,,,
702,03-08-2018,6,Company F,Laura Larsen,California,Item 2,199,3,597,,,,,,,,,,
703,03-08-2018,19,Company S,Andrew James,Arizona,Item 5,289,9,2601,,,,,,,,,,
704,03-08-2018,15,Company O,Michael Fox,New Mexico,Item 5,289,6,1734,,,,,,,,,,
705,03-08-2018,14,Company N,Michael Fox,New Mexico,Item 5,289,0,0,,,,,,,,,,
706,03-08-2018,7,Company G,Laura Larsen,California,Item 4,159,2,318,,,,,,,,,,
707,03-08-2018,10,Company J,Laura Larsen,California,Item 2,199,1,199,,,,,,,,,,
708,03-08-2018,1,Company A,Anna Weber,Texas,Item 5,289,4,1156,,,,,,,,,,
709,03-08-2018,1,Company A,Anna Weber,Texas,Item 4,159,9,1431,,,,,,,,,,
710,03-08-2018,13,Company M,Michael Fox,New Mexico,Item 5,289,8,2312,,,,,,,,,,
711,03-08-2018,19,Company S,Oscar Knox,Arizona,Item 2,199,1,199,,,,,,,,,,
712,04-08-2018,12,Company L,Michael Fox,New Mexico,Item 4,159,0,0,,,,,,,,,,
713,04-08-2018,19,Company S,Oscar Knox,Arizona,Item 4,159,8,1272,,,,,,,,,,
714,05-08-2018,4,Company D,Anna Weber,Texas,Item 5,289,6,1734,,,,,,,,,,
715,05-08-2018,13,Company M,Anne Lee,New Mexico,Item 4,159,5,795,,,,,,,,,,
716,05-08-2018,4,Company D,Anna Weber,Texas,Item 3,69,8,552,,,,,,,,,,
717,05-08-2018,12,Company L,Michael Fox,New Mexico,Item 2,199,2,398,,,,,,,,,,
718,06-08-2018,13,Company M,Anne Lee,New Mexico,Item 4,159,3,477,,,,,,,,,,
719,06-08-2018,2,Company B,Ben Wallace,Texas,Item 4,159,4,636,,,,,,,,,,
720,07-08-2018,9,Company I,Laura Larsen,California,Item 5,289,9,2601,,,,,,,,,,
721,07-08-2018,7,Company G,Laura Larsen,California,Item 4,159,5,795,,,,,,,,,,
722,07-08-2018,11,Company K,Anne Lee,New Mexico,Item 4,159,4,636,,,,,,,,,,
723,08-08-2018,8,Company H,Laura Larsen,California,Item 1,399,2,798,,,,,,,,,,
724,08-08-2018,7,Company G,Laura Larsen,California,Item 5,289,5,1445,,,,,,,,,,
725,08-08-2018,8,Company H,Kim Fishman,California,Item 5,289,2,578,,,,,,,,,,
726,08-08-2018,8,Company H,Laura Larsen,California,Item 5,289,1,289,,,,,,,,,,
727,08-08-2018,17,Company Q,Andrew James,Arizona,Item 3,69,3,207,,,,,,,,,,
728,09-08-2018,10,Company J,Kim Fishman,California,Item 5,289,7,2023,,,,,,,,,,
729,09-08-2018,6,Company F,Laura Larsen,California,Item 2,199,7,1393,,,,,,,,,,
730,10-08-2018,18,Company R,Andrew James,Arizona,Item 1,399,4,1596,,,,,,,,,,
731,10-08-2018,13,Company M,Michael Fox,New Mexico,Item 1,399,4,1596,,,,,,,,,,
732,10-08-2018,1,Company A,Ben Wallace,Texas,Item 5,289,6,1734,,,,,,,,,,
733,10-08-2018,17,Company Q,Andrew James,Arizona,Item 4,159,4,636,,,,,,,,,,
734,10-08-2018,3,Company C,Anna Weber,Texas,Item 5,289,2,578,,,,,,,,,,
735,11-08-2018,3,Company C,Ben Wallace,Texas,Item 1,399,0,0,,,,,,,,,,
736,11-08-2018,14,Company N,Michael Fox,New Mexico,Item 4,159,6,954,,,,,,,,,,
737,11-08-2018,12,Company L,Anne Lee,New Mexico,Item 4,159,5,795,,,,,,,,,,
738,12-08-2018,8,Company H,Kim Fishman,California,Item 1,399,7,2793,,,,,,,,,,
739,13-08-2018,1,Company A,Ben Wallace,Texas,Item 3,69,6,414,,,,,,,,,,
740,13-08-2018,19,Company S,Andrew James,Arizona,Item 2,199,4,796,,,,,,,,,,
741,14-08-2018,1,Company A,Ben Wallace,Texas,Item 5,289,7,2023,,,,,,,,,,
742,14-08-2018,18,Company R,Andrew James,Arizona,Item 5,289,0,0,,,,,,,,,,
743,15-08-2018,19,Company S,Oscar Knox,Arizona,Item 3,69,9,621,,,,,,,,,,
744,16-08-2018,12,Company L,Anne Lee,New Mexico,Item 3,69,5,345,,,,,,,,,,
745,16-08-2018,8,Company H,Kim Fishman,California,Item 1,399,0,0,,,,,,,,,,
746,17-08-2018,2,Company B,Ben Wallace,Texas,Item 4,159,8,1272,,,,,,,,,,
747,17-08-2018,6,Company F,Kim Fishman,California,Item 2,199,3,597,,,,,,,,,,
748,18-08-2018,8,Company H,Kim Fishman,California,Item 2,199,7,1393,,,,,,,,,,
749,18-08-2018,11,Company K,Anne Lee,New Mexico,Item 5,289,3,867,,,,,,,,,,
750,18-08-2018,20,Company T,Andrew James,Arizona,Item 4,159,9,1431,,,,,,,,,,
751,18-08-2018,10,Company J,Kim Fishman,California,Item 5,289,5,1445,,,,,,,,,,
752,19-08-2018,8,Company H,Laura Larsen,California,Item 1,399,1,399,,,,,,,,,,
753,19-08-2018,5,Company E,Anna Weber,Texas,Item 1,399,6,2394,,,,,,,,,,
754,20-08-2018,14,Company N,Anne Lee,New Mexico,Item 2,199,2,398,,,,,,,,,,
755,20-08-2018,20,Company T,Oscar Knox,Arizona,Item 2,199,6,1194,,,,,,,,,,
756,20-08-2018,17,Company Q,Oscar Knox,Arizona,Item 1,399,6,2394,,,,,,,,,,
757,20-08-2018,13,Company M,Anne Lee,New Mexico,Item 5,289,0,0,,,,,,,,,,
758,20-08-2018,10,Company J,Laura Larsen,California,Item 1,399,4,1596,,,,,,,,,,
759,20-08-2018,3,Company C,Ben Wallace,Texas,Item 5,289,1,289,,,,,,,,,,
760,21-08-2018,19,Company S,Andrew James,Arizona,Item 1,399,6,2394,,,,,,,,,,
761,21-08-2018,16,Company P,Andrew James,Arizona,Item 4,159,6,954,,,,,,,,,,
762,21-08-2018,16,Company P,Andrew James,Arizona,Item 5,289,2,578,,,,,,,,,,
763,21-08-2018,17,Company Q,Oscar Knox,Arizona,Item 3,69,8,552,,,,,,,,,,
764,22-08-2018,8,Company H,Laura Larsen,California,Item 1,399,2,798,,,,,,,,,,
765,22-08-2018,19,Company S,Andrew James,Arizona,Item 4,159,8,1272,,,,,,,,,,
766,22-08-2018,14,Company N,Anne Lee,New Mexico,Item 1,399,9,3591,,,,,,,,,,
767,23-08-2018,13,Company M,Michael Fox,New Mexico,Item 2,199,1,199,,,,,,,,,,
768,24-08-2018,15,Company O,Anne Lee,New Mexico,Item 4,159,1,159,,,,,,,,,,
769,25-08-2018,7,Company G,Kim Fishman,California,Item 1,399,6,2394,,,,,,,,,,
770,25-08-2018,11,Company K,Michael Fox,New Mexico,Item 1,399,0,0,,,,,,,,,,
771,26-08-2018,4,Company D,Anna Weber,Texas,Item 5,289,2,578,,,,,,,,,,
772,26-08-2018,6,Company F,Laura Larsen,California,Item 5,289,3,867,,,,,,,,,,
773,26-08-2018,20,Company T,Andrew James,Arizona,Item 3,69,0,0,,,,,,,,,,
774,26-08-2018,15,Company O,Michael Fox,New Mexico,Item 3,69,2,138,,,,,,,,,,
775,26-08-2018,13,Company M,Anne Lee,New Mexico,Item 1,399,1,399,,,,,,,,,,
776,27-08-2018,17,Company Q,Andrew James,Arizona,Item 1,399,2,798,,,,,,,,,,
777,27-08-2018,4,Company D,Ben Wallace,Texas,Item 1,399,3,1197,,,,,,,,,,
778,27-08-2018,2,Company B,Anna Weber,Texas,Item 5,289,5,1445,,,,,,,,,,
779,27-08-2018,14,Company N,Anne Lee,New Mexico,Item 5,289,6,1734,,,,,,,,,,
780,27-08-2018,7,Company G,Kim Fishman,California,Item 1,399,8,3192,,,,,,,,,,
781,28-08-2018,11,Company K,Anne Lee,New Mexico,Item 3,69,6,414,,,,,,,,,,
782,29-08-2018,1,Company A,Anna Weber,Texas,Item 4,159,9,1431,,,,,,,,,,
783,29-08-2018,8,Company H,Kim Fishman,California,Item 1,399,3,1197,,,,,,,,,,
784,29-08-2018,2,Company B,Anna Weber,Texas,Item 2,199,5,995,,,,,,,,,,
785,29-08-2018,5,Company E,Ben Wallace,Texas,Item 1,399,6,2394,,,,,,,,,,
786,29-08-2018,4,Company D,Ben Wallace,Texas,Item 5,289,6,1734,,,,,,,,,,
787,30-08-2018,14,Company N,Michael Fox,New Mexico,Item 3,69,1,69,,,,,,,,,,
788,30-08-2018,14,Company N,Anne Lee,New Mexico,Item 2,199,6,1194,,,,,,,,,,
789,30-08-2018,6,Company F,Laura Larsen,California,Item 4,159,8,1272,,,,,,,,,,
790,30-08-2018,13,Company M,Anne Lee,New Mexico,Item 4,159,8,1272,,,,,,,,,,
791,31-08-2018,18,Company R,Oscar Knox,Arizona,Item 1,399,3,1197,,,,,,,,,,
792,31-08-2018,16,Company P,Oscar Knox,Arizona,Item 4,159,9,1431,,,,,,,,,,
793,01-09-2018,10,Company J,Laura Larsen,California,Item 1,399,3,1197,,,,,,,,,,
794,01-09-2018,11,Company K,Michael Fox,New Mexico,Item 2,199,8,1592,,,,,,,,,,
795,01-09-2018,13,Company M,Anne Lee,New Mexico,Item 2,199,9,1791,,,,,,,,,,
796,01-09-2018,18,Company R,Andrew James,Arizona,Item 5,289,4,1156,,,,,,,,,,
797,02-09-2018,4,Company D,Ben Wallace,Texas,Item 3,69,2,138,,,,,,,,,,
798,02-09-2018,20,Company T,Andrew James,Arizona,Item 3,69,6,414,,,,,,,,,,
799,03-09-2018,16,Company P,Andrew James,Arizona,Item 1,399,5,1995,,,,,,,,,,
800,03-09-2018,3,Company C,Ben Wallace,Texas,Item 4,159,4,636,,,,,,,,,,
801,03-09-2018,10,Company J,Laura Larsen,California,Item 5,289,7,2023,,,,,,,,,,
802,03-09-2018,6,Company F,Laura Larsen,California,Item 1,399,8,3192,,,,,,,,,,
803,03-09-2018,17,Company Q,Andrew James,Arizona,Item 2,199,5,995,,,,,,,,,,
804,04-09-2018,16,Company P,Oscar Knox,Arizona,Item 3,69,1,69,,,,,,,,,,
805,05-09-2018,19,Company S,Andrew James,Arizona,Item 1,399,7,2793,,,,,,,,,,
806,05-09-2018,5,Company E,Anna Weber,Texas,Item 1,399,6,2394,,,,,,,,,,
807,05-09-2018,11,Company K,Michael Fox,New Mexico,Item 4,159,5,795,,,,,,,,,,
808,06-09-2018,13,Company M,Anne Lee,New Mexico,Item 3,69,5,345,,,,,,,,,,
809,06-09-2018,19,Company S,Oscar Knox,Arizona,Item 2,199,9,1791,,,,,,,,,,
810,06-09-2018,15,Company O,Michael Fox,New Mexico,Item 3,69,5,345,,,,,,,,,,
811,06-09-2018,14,Company N,Michael Fox,New Mexico,Item 3,69,9,621,,,,,,,,,,
812,07-09-2018,16,Company P,Andrew James,Arizona,Item 1,399,1,399,,,,,,,,,,
813,08-09-2018,16,Company P,Andrew James,Arizona,Item 4,159,8,1272,,,,,,,,,,
814,08-09-2018,16,Company P,Oscar Knox,Arizona,Item 4,159,4,636,,,,,,,,,,
815,08-09-2018,3,Company C,Anna Weber,Texas,Item 4,159,8,1272,,,,,,,,,,
816,08-09-2018,15,Company O,Anne Lee,New Mexico,Item 1,399,4,1596,,,,,,,,,,
817,08-09-2018,20,Company T,Oscar Knox,Arizona,Item 3,69,5,345,,,,,,,,,,
818,09-09-2018,13,Company M,Michael Fox,New Mexico,Item 1,399,3,1197,,,,,,,,,,
819,09-09-2018,6,Company F,Kim Fishman,California,Item 5,289,0,0,,,,,,,,,,
820,10-09-2018,11,Company K,Anne Lee,New Mexico,Item 4,159,4,636,,,,,,,,,,
821,10-09-2018,12,Company L,Michael Fox,New Mexico,Item 4,159,4,636,,,,,,,,,,
822,10-09-2018,19,Company S,Oscar Knox,Arizona,Item 1,399,4,1596,,,,,,,,,,
823,10-09-2018,11,Company K,Anne Lee,New Mexico,Item 3,69,8,552,,,,,,,,,,
824,10-09-2018,8,Company H,Kim Fishman,California,Item 5,289,0,0,,,,,,,,,,
825,11-09-2018,20,Company T,Andrew James,Arizona,Item 1,399,9,3591,,,,,,,,,,
826,11-09-2018,15,Company O,Anne Lee,New Mexico,Item 5,289,1,289,,,,,,,,,,
827,11-09-2018,1,Company A,Anna Weber,Texas,Item 4,159,3,477,,,,,,,,,,
828,12-09-2018,5,Company E,Anna Weber,Texas,Item 2,199,3,597,,,,,,,,,,
829,12-09-2018,14,Company N,Michael Fox,New Mexico,Item 3,69,4,276,,,,,,,,,,
830,13-09-2018,1,Company A,Anna Weber,Texas,Item 1,399,6,2394,,,,,,,,,,
831,14-09-2018,1,Company A,Anna Weber,Texas,Item 2,199,1,199,,,,,,,,,,
832,14-09-2018,3,Company C,Ben Wallace,Texas,Item 5,289,1,289,,,,,,,,,,
833,15-09-2018,16,Company P,Andrew James,Arizona,Item 1,399,9,3591,,,,,,,,,,
834,15-09-2018,6,Company F,Laura Larsen,California,Item 3,69,6,414,,,,,,,,,,
835,15-09-2018,19,Company S,Andrew James,Arizona,Item 1,399,2,798,,,,,,,,,,
836,16-09-2018,5,Company E,Anna Weber,Texas,Item 3,69,6,414,,,,,,,,,,
837,17-09-2018,3,Company C,Ben Wallace,Texas,Item 2,199,6,1194,,,,,,,,,,
838,18-09-2018,7,Company G,Laura Larsen,California,Item 1,399,3,1197,,,,,,,,,,
839,19-09-2018,20,Company T,Andrew James,Arizona,Item 5,289,4,1156,,,,,,,,,,
840,20-09-2018,6,Company F,Laura Larsen,California,Item 4,159,8,1272,,,,,,,,,,
841,20-09-2018,7,Company G,Kim Fishman,California,Item 5,289,2,578,,,,,,,,,,
842,20-09-2018,12,Company L,Anne Lee,New Mexico,Item 2,199,4,796,,,,,,,,,,
843,20-09-2018,4,Company D,Anna Weber,Texas,Item 2,199,7,1393,,,,,,,,,,
844,21-09-2018,11,Company K,Michael Fox,New Mexico,Item 5,289,6,1734,,,,,,,,,,
845,21-09-2018,8,Company H,Laura Larsen,California,Item 4,159,7,1113,,,,,,,,,,
846,22-09-2018,8,Company H,Laura Larsen,California,Item 2,199,8,1592,,,,,,,,,,
847,22-09-2018,5,Company E,Anna Weber,Texas,Item 4,159,0,0,,,,,,,,,,
848,22-09-2018,15,Company O,Michael Fox,New Mexico,Item 5,289,3,867,,,,,,,,,,
849,22-09-2018,4,Company D,Anna Weber,Texas,Item 2,199,8,1592,,,,,,,,,,
850,22-09-2018,10,Company J,Laura Larsen,California,Item 5,289,0,0,,,,,,,,,,
851,22-09-2018,17,Company Q,Oscar Knox,Arizona,Item 5,289,0,0,,,,,,,,,,
852,22-09-2018,6,Company F,Laura Larsen,California,Item 1,399,9,3591,,,,,,,,,,
853,22-09-2018,14,Company N,Anne Lee,New Mexico,Item 1,399,4,1596,,,,,,,,,,
854,22-09-2018,7,Company G,Kim Fishman,California,Item 2,199,5,995,,,,,,,,,,
855,22-09-2018,9,Company I,Kim Fishman,California,Item 5,289,7,2023,,,,,,,,,,
856,22-09-2018,19,Company S,Andrew James,Arizona,Item 4,159,3,477,,,,,,,,,,
857,23-09-2018,19,Company S,Oscar Knox,Arizona,Item 5,289,8,2312,,,,,,,,,,
858,24-09-2018,17,Company Q,Oscar Knox,Arizona,Item 3,69,5,345,,,,,,,,,,
859,24-09-2018,19,Company S,Andrew James,Arizona,Item 5,289,4,1156,,,,,,,,,,
860,24-09-2018,6,Company F,Laura Larsen,California,Item 2,199,8,1592,,,,,,,,,,
861,24-09-2018,14,Company N,Michael Fox,New Mexico,Item 1,399,2,798,,,,,,,,,,
862,25-09-2018,17,Company Q,Oscar Knox,Arizona,Item 3,69,8,552,,,,,,,,,,
863,25-09-2018,16,Company P,Oscar Knox,Arizona,Item 2,199,0,0,,,,,,,,,,
864,25-09-2018,3,Company C,Ben Wallace,Texas,Item 5,289,4,1156,,,,,,,,,,
865,26-09-2018,16,Company P,Oscar Knox,Arizona,Item 3,69,6,414,,,,,,,,,,
866,26-09-2018,19,Company S,Andrew James,Arizona,Item 3,69,2,138,,,,,,,,,,
867,27-09-2018,7,Company G,Laura Larsen,California,Item 2,199,6,1194,,,,,,,,,,
